Opportunity Number,Opportunity Title,Agency,Opportunity Status,Posted Date,,Instrument Type,Category,Matching,Award Ceiling,Award Floor
20240626-TA,Public Impact Projects at Smaller Organizations,NEH,Forecasted,07/31/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 25000, 1

23-609,Dynamics of Integrated Socio-Environmental Systems,NSF,Posted,07/29/2023,11/17/2023,Grant,Science and Technology and other Research and Development,No,0,0

F23AS00461,F23AS00461-Highlands Conservation Act Grant Program - Base Funding,DOI-FWS,Posted,07/28/2023,11/30/2023,Grant,Natural Resources,Yes,1462500,25000

PAR-23-235,National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),HHS-NIH11,Posted,07/28/2023,09/07/2026,Grant,Health,No,0,0

F23AS00462,F23AS00462-Highlands Conservation Act Grant Program - Competitive Funding,DOI-FWS,Posted,07/28/2023,11/30/2023,Grant,Natural Resources,Yes,5468500,25000

NTIA-ICG-TBCPO-2023-2008098,Tribal Broadband Connectivity Program,DOC,Posted,07/27/2023,01/23/2024,Grant,Infrastructure Investment and Jobs Act (IIJA),No,50000000,1000000

CDC-RFA-CE-24-0050,Drug-Free Communities (DFC) Support Program - NEW (Year 1),HHS-CDC-NCIPC,Forecasted,07/27/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 125000000, 0

CDC-RFA-CE20-200406CONT24,Drug-Free Communities (DFC) Support Program-Competing Continuation (Year 6),HHS-CDC-NCIPC,Forecasted,07/27/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 125000, 0

HT9425-23-S-SOC1,BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense,DOD-AMRAA,Posted,07/27/2023,07/31/2028,Procurement Contract,Science and Technology and other Research and Development,No,50000000,750000

USDA-RHS-CFDG-2023,Community Facilities Program Disaster Repair Grants,USDA-RHS,Posted,07/26/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,10,1

HHS-2024-IHS-ALZ-0001,Addressing Dementia in Indian Country: Enhancing Sustainable Models of Care,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 200000, 100000

HHS-2024-IHS-COIPP-0001,Community Overdose Intervention Prevention Program,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 500000, 300000

HHS-2024-IHS-INPSY-0001,American Indians into Psychology,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 267500, 227500

HHS-2024-IHS-INMED-0001,American Indians into Medicine,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 700000, 230000

HHS-2024-IHS-NU-0001,American Indians into Nursing,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 400000, 300000

RFA-RM-23-015,Pilot Projects Enhancing Utility and Usage of Common Fund Data Sets (R03 Clinical Trial Not Allowed),HHS-NIH11,Posted,07/26/2023,11/17/2023,Grant,Health,No,0,0

HHS-2024-IHS-NUIBH-0001,National Urban Indian Behavioral Health Awareness,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 75000, 75000

HHS-2024-IHS-TMD-0001,Tribal Management Grant Program,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 150000, 50000

HHS-2024-IHS-TSGN-0001,Tribal Self-Governance Negotiation Cooperative Agreement Program,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 84000, 84000

HHS-2024-IHS-TSGP-0001,Tribal Self-Governance Planning Cooperative Agreement Program,HHS-IHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 180000, 180000

DE-FOA-0003138,DE-FOA-0003138 Notice of Intent to Issue Funding Opportunity Announcement No. DE-FOA-0003139 - Distributed Energy Systems Demonstrations,DOE-01,Posted,07/26/2023,01/29/2024,Cooperative Agreement,Energy,Yes,25000000,10000000

FA2391-23-S-2403,"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",DOD-AFRL,Posted,07/26/2023,05/10/2043,Cooperative AgreementGrantOtherProcurement Contract,Science and Technology and other Research and Development,No,0,0

NV-VSR-24-001,Supporting Vaccine Confidence,HHS-OPHS,Forecasted,07/26/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 166666, 116000

HHS-2024-ACL-AOA-CCDG-0032,National Volunteer Care Corps,HHS-ACL,Forecasted,07/25/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 3935000, 3000000

HHS-2024-ACL-AOA-PPUC-0122,Information and Planning: Understanding the Capacity of the Aging Network,HHS-ACL,Forecasted,07/25/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 281213, 200000

HHS-2024-ACL-AOA-PPSC-0123,Modernizing Senior Centers Resource Center,HHS-ACL,Forecasted,07/25/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 250000, 200000

DE-FOA-0003036,Energy Storage Demonstration and Validation,DOE-NETL,Posted,07/25/2023,2099-01-01,Cooperative Agreement,Energy,No,5000000,1

20231011-DOI-DOC,Dangers and Opportunities of Technology: Perspectives from the Humanities,NEH,Posted,07/25/2023,2099-01-01,Grant,"Humanities (see ""Cultural Affairs"" in CFDA)",No,150000,1

DE-FOA-0003020,STORAGE INNOVATIONS 2030: TECHNOLOGY LIFTOFF,DOE-NETL,Posted,07/25/2023,2099-01-01,Grant,Energy,Yes,5000000,1

NOT-HD-23-023,Notice of Intent to Publish a Funding Opportunity Announcement for HEAL Initiative: Limited Competition: Data Coordinating Center for Completion of the Outcomes of Babies with Opioid Exposure (OBOE) Study (U24 Clinical Trial Not Allowed),HHS-NIH11,Forecasted,07/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

NOT-HD-23-022,Notice of Intent to Publish a Funding Opportunity Announcement for HEAL Initiative: Limited Competition: Clinical Centers for Completion of the Outcomes of Babies with Opioid Exposure (OBOE) Study (UG1 Clinical Trial Not Allowed),HHS-NIH11,Forecasted,07/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

NOT-AG-23-036,"Notice of Intent to Publish the Reissuance of RFA-AG-23-003, ""Resources to Promote Coordination and Collaboration across Deeply Phenotyped Longitudinal Behavioral and Social Studies of Aging (U24 Clinical Trial Not Allowed)""",HHS-NIH11,Forecasted,07/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 1600000,0

NOT-NS-23-091,Notice of Intent to Publish a Notice of Funding Opportunity Announcement for Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Forecasted,07/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

NOT-NS-23-093,Notice of Intent to Publish a Notice of Funding Opportunity Announcement for Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),HHS-NIH11,Forecasted,07/24/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

DE-FOA-0002985,"Materials, Operation, and Recycling of Photovoltaics (MORE PV) - Funded in part by BIL",DOE-GFO,Posted,07/24/2023,2099-01-01,Cooperative Agreement,Energy,Yes,8000000,2000000

DE-FOA-0002829,BIL - Carbon Utilization Procurement Grants under Bipartisan Infrastructure Law Section 40302,DOE-NETL,Posted,07/24/2023,2099-01-01,Grant,Energy,Yes,500000,1

23-608,Predictive Intelligence for Pandemic Prevention Phase II,NSF,Posted,07/22/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,18000000,15000000

HHS-2024-ACL-AOA-ADPI-0029,Alzheimer's Disease Programs Initiative (ADPI) - Grants to States and Communities (Winter 2024),HHS-ACL,Forecasted,07/21/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 1000000, 800000

7200AA23RFI00008,RFI - Global Health Social and Behavior Change (SBC) Activity,USAID,Forecasted,07/21/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

RFA-NS-24-014,NIH Blueprint and BRAIN Initiative Program for Enhancing Neuroscience Diversity through Undergraduate Research Education Experiences (BP BRAIN-ENDURE) (R25 Clinical Trial Not Allowed),HHS-NIH11,Posted,07/21/2023,2099-01-01,Grant,"Education
Environment
Health
Income Security and Social Services",No,0,0

HRSA-24-101,Public Education for Living Organ Donation Reimbursement Program,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-008,Living Organ Donation Reimbursement Program,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

ED-GRANTS-072023-004,"Institute of Education Sciences (IES): National Center for Special Education Research (NCSER): Special Education Research and development Center, Assistance Listing Number (ALN) 84.324C",ED,Posted,07/20/2023,2099-01-01,Cooperative AgreementGrant,Education,No,0,0

HHS-2024-ACL-AOD-IL-0100,Centers for Independent Living Competition - Guam,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 110326, 110326

HRSA-24-102,Community-Led Monitoring (CLM) of HIV Services in PEPFAR-funded Countries,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-084,Building Optimal Outcomes for Moms (BLOOM),HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-085,Growing and Diversifying the Doula Workforce Program � Community Awards,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-091,Training for Health Care Providers,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-086,Growing and Diversifying the Doula Workforce Program � Consortium Award,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-089,Behavioral Health Integration Into Community Settings,HHS-HRSA,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HHS-2024-ACL-AOD-IL-0068,Centers for Independent Living Competition - American Samoa,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 159762, 159762

HHS-2024-ACL-AOA-ABRC-0030,National Center on Elder Abuse Resource Center,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 1000000, 850000

HHS-2024-ACL-AOA-DASG-0002,Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in Major Disasters Declared by the President,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 600000, 1

HHS-2024-ACL-AOD-DNCE-0023,Projects of National Significance: Achieving Economic Mobility,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 375000, 300000

HHS-2024-ACL-AOD-DNSA-0022,Projects of National Significance: Protecting Rights and Abuse,HHS-ACL,Forecasted,07/20/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 375000, 300000

NNH23ZDA001N-SOSS,ROSES 2023: Supplements for Open-Source Science,NASA-HQ,Posted,07/20/2023,03/29/2024,Cooperative AgreementGrant,Science and Technology and other Research and Development,No,0,0

PAR-23-246,Innovative Research in Cancer Nanotechnology (IRCN; R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,07/20/2023,05/04/2026,Grant,"Education
Health",No,475000,0

HRSA-24-006,Medicare Rural Hospital Flexibility Program � Emergency Medical Services Supplement,HHS-HRSA,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HRSA-24-002,Medicare Rural Hospital Flexibility Program,HHS-HRSA,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HHS-2024-ACF-OHS-CH-R9-0104,Head Start/Early Head Start Recipient -- Communities in the state of California,HHS-ACF-OHS,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 29661911, 1000000

HHS-2024-ACL-NIDILRR-IFST-0075,Field Initiated Projects Program: Minority-Serving Institution (MSI) -Research,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 200000, 195000

HHS-2024-ACL-NIDILRR-IFST-0076,Field Initiated Projects Program: Minority-Serving Institution (MSI) - Development,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 200000, 195000

HHS-2024-ACL-NIDILRR-RTEM-0081,Rehabilitation Research and Training Center (RRTC) on Employment Among People with Intellectual and Developmental Disabilities,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACL-NIDILRR-RTEM-0085,Rehabilitation Research and Training Center (RRTC) on Transition to Employment among Youth and Young Adults with Serious Mental Health Conditions,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACL-NIDILRR-RTEM-0082,Rehabilitation Research and Training Center (RRTC) on Employment Among Transition-Age Youth with Disabilities,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACL-NIDILRR-RTEM-0084,Rehabilitation Research and Training Center (RRTC) on Improving Employment Outcomes Among People with Serious Mental Illness,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACF-OHS-HP-R4-0095,"Early Head Start Expansion and Early Head Start-Child Care Partnership Grants - Hillsborough County, Florida",HHS-ACF-OHS,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 7093987, 1000000

HHS-2024-ACF-OHS-HP-R4-0097,"Early Head Start Expansion and Early Head Start-Child Care Partnership Grants - Dickson, Houston, Humphreys and Stewart Counties, Tennessee",HHS-ACF-OHS,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 2699298, 1000000

HHS-2024-ACL-NIDILRR-BISB-0070,Small Business Innovation Research Program (SBIR) Phase II,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 287500, 280000

HRSA-24-094,Health Care Workforce Innovation Program,HHS-HRSA,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

HHS-2024-ACL-NIDILRR-RTHF-0083,Rehabilitation Research and Training Center (RRTC) on Health and Function of People with Physical Disabilities,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACL-NIDILRR-RTGE-0068,Rehabilitation Research and Training Center (RRTC) on Family Support,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 875000, 850000

HHS-2024-ACL-NIDILRR-SFGE-0071,Switzer Research Fellowships Program,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 90000, 80000

HHS-2024-ACL-NIDILRR-REGE-0078,Rehabilitation Engineering Research Centers (RERCs) Program: RERC on Technologies to Enhance Independence and Community Living for People with Cognitive Impairments,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 925000, 920000

HHS-2024-ACL-NIDILRR-REGE-0079,Rehabilitation Engineering Research Centers (RERC) Program: RERC on Information and Communication Technologies Access,HHS-ACL,Forecasted,07/19/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 925000, 920000
